week_start,brand,gt_index
2022-03-14,Vivo,68.0
2022-03-21,Vivo,67.0
2022-03-28,Vivo,76.0
2022-04-04,Vivo,73.0
2022-04-11,Vivo,78.0
2022-04-18,Vivo,82.0
2022-04-25,Vivo,87.0
2022-05-02,Vivo,100.0
2022-05-09,Vivo,90.0
2022-05-16,Vivo,83.0
2022-05-23,Vivo,80.0
2022-05-30,Vivo,78.0
2022-06-06,Vivo,76.0
2022-06-13,Vivo,76.0
2022-06-20,Vivo,83.0
2022-06-27,Vivo,85.0
2022-07-04,Vivo,83.0
2022-07-11,Vivo,76.0
